player_id,tackles_p90,interceptions_p90,recoveries_p90,fouls_committed_p90,passes_attempted_p90,pass_completion_pct,prog_passes_p90,prog_pass_share,key_passes_p90,prog_carries_p90,takeons_won_p90,touches_att_third_p90,prog_passes_received_p90,shots_p90,npxg_p90,fouls_drawn_p90
15,1.4691819408272029,1.0176559253496988,1.3070383982898162,0.9209432492851557,0.9687758518899945,1.3683417693842994,0.6998967793793281,-0.4510972277237796,-0.5357861338153087,-0.3818962830194903,0.0426349434205019,-0.4717839151986764,-1.1597070314345408,-1.0563741141404768,-1.051707824996357,0.36812188202746343
30,0.4338229879934148,-0.1326352948699074,0.4368872442049237,0.7572305364899288,0.39751901103837295,0.26946556455769943,1.6484784797431142,1.863333188364439,0.4672188199427095,0.2889089385544375,0.33539937403852804,0.3293330366176408,-0.05728328444800735,-0.08146029112699084,0.09625238946222119,2.490938784918805
31,-1.2499623661241437,0.05122522409025934,0.07085451807245728,-1.0620030464639687,1.0323916456916975,1.3950014645781659,2.348231254222202,1.179443306348027,0.07041593971002359,0.8916171748418747,-0.7566435496827575,-0.1733260707402617,-0.5635190948139455,-0.76992737486094,-0.8419246689508731,-0.5244146050606293
40,0.3478554893714891,0.4656949882616874,-0.5168670001274805,-0.079671249526915,0.7199146361187596,1.0662611892022058,0.7384149019429458,-0.04966297502096338,-0.2060014080323288,-0.457520451935936,-1.4997428649919988,-0.5012851177783066,-0.6928703469702167,-1.139297372138051,-0.8665460080844012,-1.2116152193679246
44,-1.329006893342802,-1.2153651519808482,-1.506096420700011,-1.6832678325176373,-0.1554574166219464,-0.5347047563481584,0.8472729986044044,2.007904694980849,2.108904280958772,1.5407849935459879,1.1368058362655078,1.3911439446912437,0.938483096999284,2.942815055652899,2.716599056490168,0.5700930966507113
46,-0.3120785471733097,0.2909320570053968,-0.4962450015054393,-0.3187987934367523,0.10318031521138449,0.39265320868842246,-0.40591158925157866,-0.6972496890585946,-0.8768088260414022,-1.104934723760677,-1.4124973469188904,-1.390950827214995,-0.8986233017172675,-1.2926917753967941,-1.0729717585669531,-0.9104249872815948
50,0.009980757207821033,1.8898273395679266,0.7253484516519694,-0.04681342948149956,0.7363971273974412,1.2923257259754737,0.3506259424660721,-0.574902858111405,-0.6404527404081889,0.5079691190625538,0.5412363417967327,-0.2065282586375355,-0.6975552323659048,-1.0112205188716716,-0.9301479760658259,0.2529120289164235
55,-1.6096010850044167,0.5232749477250321,-0.9659514253101343,-0.9994714263210068,0.057547199701579954,1.0382853424603702,1.1754460988105264,1.4465508979196915,0.34132142753002936,1.4203688634782432,0.5107088895866136,0.405486357959876,0.3226290118274575,1.2777436223192444,1.155650412495915,-1.020366271879409
63,1.3316624032134328,1.1223865554811345,0.5828873196432821,0.20450790687163425,-0.6125809158242516,0.7189646716831964,-0.8227336255057667,-0.76130173139052,-1.177155135014084,-1.0298844213021638,-1.0721226648874207,-1.0612912097156717,-1.3054516282011013,-0.5932936431580512,-0.74617296787044,-0.6207683480734245
74,2.595151551269876,1.2271465657873637,0.9064310669511323,0.44911383766374074,-0.15233247576403633,0.8906668925286797,-0.15384430958476694,-0.18071456564041644,-0.932885170742055,-0.8789923729275145,-0.4827656280033204,-0.9013141156907806,-1.353576548191032,-0.7000832558657281,-0.9179595847460907,0.058626737270416375
92,0.2930220407315548,1.1669239218968812,-0.49976387932651833,0.08559902174427259,1.3625516905290067,0.8715283298130883,1.4600449759656462,0.014396319324576443,-0.6480452790037639,-0.4660052248843026,-1.3915140977820084,-0.3475219065020158,-1.2080194197830616,-1.2303830353385097,-0.9897907582343572,-0.9986104207518216
94,-0.2043242921419444,2.364025672438021,0.8344822028288746,-1.5936247917509578,-0.0924201730562828,-0.068328775795065,0.0954583074685369,0.4466788264097511,-0.9269969713629795,0.09234344789057222,0.354955928153782,-0.8568357708036871,-0.8506546214671861,-0.9807614020999295,-0.9881784984534996,-0.5053342609798291
97,-0.6301044856608662,1.7204820319259755,0.4299251291478482,-1.802782131830786,1.3599127199516359,1.3984450158532071,1.2266503773010224,-0.3525430481737179,0.028958182312537727,0.47653311437005647,-0.607426626686637,0.1470328538808383,-0.26205601981312415,0.5496591284732358,-0.34392414633906865,-1.302255022635338
99,0.7194433827392932,-0.38540380314110184,-0.32862687088454756,-0.2598303515850065,1.0979821863000356,0.24292620301247916,1.3851092529580864,0.47391579802658695,1.0349428788540798,-0.3755379986723772,0.31114316163345274,0.12128531763427923,-0.7993343661116472,-0.14886158361500937,-0.41204932033668434,0.5300122516696227
101,0.7282558475131289,-0.182752203961028,1.486365369298487,-0.7337762629993092,1.382400795355229,-0.6706595102682751,2.9091339085006673,2.0978629321761173,2.5260433661020274,0.7685601660993948,0.15039540711324176,1.9667904540845944,0.4661055943869032,2.0536225880705494,1.2682436432974022,-0.17976656713319342
105,-1.483173811167068,-0.16605054493415716,-0.7634942784411162,-1.416884396300904,-0.535703270720081,0.6885691812103109,-0.17926266534197433,0.30322123140298574,-0.8623857899551832,0.5828239785738685,-0.6626198247789005,-0.9096761270881473,-0.4013061192399083,-0.379635930830425,-0.18998908823579372,-0.6144887888238127
110,0.652382400667987,0.8468376871049621,0.8629535325293521,0.20744994324652813,0.2923944041804088,-0.5053852630029817,0.13629974687601035,0.1704642846065074,0.49912574036172025,-0.5874190940235329,-0.8060153895901768,-0.26230973197699203,-0.6939441417476293,-1.2149892179058746,-0.9810068428530291,-1.5170170987496354
111,2.0661931361421386,-0.22447206033335793,1.2198622092660092,1.3469257910318,0.3740059983325492,0.6698225428514076,0.2593859021079729,-0.12813618098790208,-0.711822136836915,0.3128651103943224,0.28552237710288814,-0.16573786924457923,-0.2374911634498094,-0.33036763429402827,-0.25486717761132843,0.16479693817855273
122,-1.1918278804039273,-0.5567881895955399,0.26214828945323865,-0.920820660233678,-0.7987377270340511,0.20106826651926427,0.2327564479154274,1.6499413633876234,0.1676850932135369,0.7265425588802246,1.2050389751141746,0.3594477483992072,0.6327051183523167,0.18001355798914717,-0.04174774875106735,0.9450855276137682
124,0.34651783293463273,1.064078929212501,-0.3809080723776288,-0.04980393710482479,0.6738421174486318,0.460082392450476,0.7848582242034241,0.24908196168494912,-0.9023366079168827,-0.3822152028504775,-0.3745929688828817,-0.9009584980867689,-0.8929693455162634,-0.7892340848982605,-0.35736175718599195,-1.1039677519324766
